row_idx,node_id,seminar_number,seminar_name,seminar_keywords,seminar_classification
376,09051,09051,Knowledge representation for intelligent music processing,knowledge representation; inference; music; musical data; information retrieval; music analysis; digital editing of music; music cognition; computational musicology.,artificial intelligence; robotics; semantics; specification; formal methods; Interdisciplinary: musicology; cognitive modelling
377,09052,09052,Management of the Future Internet,Networks; Future Internet; Network Management,Networks; Web / Internet
378,09061,09061,Combinatorial Scientific Computing,graphs; combinatorics; high-performance scientific computing,modelling / simulation; data structures / algorithms / complexity; optimization / scheduling; programming languages / compiler; combinatorial scientific computing
379,09071,09071,Delay and Disruption-Tolerant Networking (DTN) II,DTN; simulations; mobility; MANET; delay-tolerant networking; ad-hoc networking; routing,mobile computing; security / cryptography; networks
380,09072,09072,Bandwidth on Demand,bandwidth on demand; bandwidth provisioning; bandwidth trading; network economics; resource allocation; network virtualization; wireless mesh networks; peer-to-peer networks; business modeling; telecommunications; market mechanisms; regulation; legislation,networks; business models; mobile computing
381,09073,09073,Model-Based Design of Trustworthy Health Information Systems,trustworthy systems; health information systems; model-based design; security policies; service oriented architecture,modelling / simulation; security / cryptography; sw-engineering; Interdisciplinary with non-informatics-topic: Health Information Systems
382,09081,09081,Similarity-based learning on structures,similarity-based clustering and classification; metric adaptation and kernel design; learning on graphs; spatiotemporal data,artificial intelligence; robotics; soft computing; evol. algorithms Interdisciplinary with non-informatics-topic: bioinformatics
383,09082,09082,The Future of Grid Computing,Sustainability of Grid systems; relationship of Grid computing to classic areas of computer science,Web; security; cryptography; networks; programming languages; compiler; sw-engineering
384,09091,09091,Formal Methods in Molecular Biology,Petri nets; statecharts; pi-calculus; concurrency; constraints; process algebra; model checking; boolean networks; communicating automata; hybrid models; differntial equations; stochastic modeling,modeling/simulation; networks; semantics/specification/formal methods; verifcation/logic; 
385,09101,09101,Interactive Information Retrieval,information retrieval models; cognitive information retrieval approaches; HCI; interactive computation; collaboration; social media; social networks; multimodal interaction,data bases; information retrieval; society; HCI
386,09102,09102,Naming and Addressing in a Future Internet,,
387,09111,09111,Computational Geometry,,computer graphics / computer vision; data structures / algorithms / complexity
388,09121,09121,Normative Multi-Agent Systems,similarity-based clustering and classification; metric adaptation and kernel design; learning on graphs; spatiotemporal data,artificial intelligence; robotics; soft computing; evol. algorithms Interdisciplinary with non-informatics-topic: bioinformatics
389,09131,09131,Service Level Agreements in Grids,Grid Computing; Resource Management; Scheduling,optimization / scheduling; Distributed Systems
390,09141,09141,Web Application Security,web applications; security; ajax; web 2.0; analysis for security; browser design; distributed applications,web; security / cryptography; programming languages / compiler
391,09142,09142,Preventing the Brainware Crisis,computer science education; outreach; people networking; enrolment crisis; schools,interdisciplinary
392,09161,09161,Generalization of spatial information,spatial information; generalization; aggregation; web services; formal semantics; geo-ontology; user context; constraint specification; progressive data transfer; computational geometry; cartography; mobile systems,artificial intelligence; robotics; computer graphics; computer vision; data bases; information retrieval; modelling; simulation; data structures; algorithms; complexity; mobile computing; semantics; specification; formal methods; society; HCI
393,09162,09162,Architecture and Design of the Future Internet,future Internet architecture; protocols; heterogeneity; mobility; security; resilience; survability; policy; naming; addressing; routing,mobile computing; security; cryptography; networks; society; HCI
394,09171,09171,"Adaptive, Output Sensitive, Online and Parameterized Algorithms",adaptive analysis; instance optimal algoritms; fixed parameter tractable; output sensitive algorithms,computer graphics / computer vision; data bases / information retrieval; data structures / algorithms / complexity; optimization / scheduling
395,09181,09181,Sampling-based Optimization in the Presence of Uncertainty,Optimal learning; optimization in the presence of uncertainty; sequential experimental design; ranking and selection; random,Artificial Intelligence; Simulation; Algorithms; Optimization; Soft Computing
396,09191,09191,Fault Tolerance in High-Performance Computing and Grids,High-Performance Computing; Grids; Fault-Tolerance; Applications; Runtime Systems; Operating Systems; Middleware; Peer-to-Peer; Overlay Networks,Operating systems
397,09192,09192,From Quality of Service to Quality of Experience,Quality of Service; Quality of Experience; perceptual service quality; usability; content; service pricing,Multimedia; Networks; Society/HCI; Internet
398,09201,09201,Self-Healing and Self-Adaptive Systems,Self-healing; Self-adaptive systems; Dependability; Root-cause analysis; System and software modeling; Predictive and proactive methods; Fault detection and management; Debugging; Large IT infrastructures; Case studies,Software Engineering; Systems Management
399,09211,09211,Visualization and Monitoring of Network Traffic,Computer Networks; Internet; Monitoring of Networks and Services; Visualization; Animation,Computer Graphics; Computer Vision; Networks
400,09221,09221,Algorithms and Number Theory,algorithms; number theory; cryptography,data structures / algorithms / complexity; security / cryptography; Interdisciplinary with non-informatics-topic: number theoretical algorithms
401,09251,09251,Scientific Visualization,scientific visualization; data analysis; data modeling; segmentation; knowledge extraction; ubiquitous visualization; categorical visualization; intelligent/automatic visualization; point-based/mesh-free visualization,visualization / computer graphics / modeling
402,09261,09261,Models and Algorithms for Optimization in Logistics,discrete optimization; large scale optimization; logistics; transport,modelling; simulation; data structures / algorithms / complexity; networks; optimization / scheduling; Interdisciplinary with non-informatics-topic: logistics / transportation
403,09271,09271,Semantic Web Reflections and Future Directions,Semantic Web; Semantic Web Services; eBusiness; SOA; Web Services; GRID; Web 2.0,artificial intelligence / robotics; web
404,09281,09281,Search Methodologies,Search algorithms; group testing; fault-tolerance; identification; decision tree; multi-access communication,data structures / algorithms / complexity
405,09282,09282,Foundations for Forgery-Resilient Cryptographic Hardware,Cryptography; Physically Unclonable Functions; Hardware Trojan; Trapdoor Detection; Device Counterfeiting; Trusted Computing,
406,09291,09291,Computational Creativity: An Interdisciplinary Approach,creativity; cybernetics; evolution; adapation; genetic algorithms,artificial intelligence; robotics; computer graphics; computer vision; modelling; simulation; soft computing; evol. algorithms; Interdisciplinary with non-informatics-topic: the creative arts
407,09301,09301,"Typing, Analysis and Verification of Heap-Manipulating Programs",Separation Logic; Shape Analysis,programming languages; compiler; semantics; specification; formal methods; verification; logic
408,09302,09302,New Developments in the Visualization and Processing of Tensor Fields,visualization; image processing; tensor fields; diffusion tensor imaging (DT-MRI); partial differential equations (PDEs); tensor decomposition; feature extraction; segmentation; fiber tracking; elastography; fluid dynamics; structural mechanics,computer graphics / computer vision
409,09311,09311,Classical and Quantum Information Assurance Foundations and Practice,classical and quantum cryptography and computation,security; cryptography; verification; logic
410,09341,09341,"Cognition, Control and Learning for Robot Manipulation in Human Environments",manipulation; cognition; control; learning; humanoid robot; unstructured environments,artificial intelligence; robotics; machine learning; cognition
411,09351,09351,"Information processing, rational belief change and social interaction",information processing; belief formation; social interaction,Artificial Intelligence; Interdisciplinary (Computer Science / Economics/ Game Theory / Philosophy); Formal methods; Logic
412,09361,09361,Design and Validation of Concurrent Systems,concurrency; specification; programming; verification; validation; testing,programming languages; compiler; sw-engineering; semantics; specification; formal methods; verification; logic
413,09371,09371,Algorithmic Methods for Distributed Cooperative Systems,algorithms; cooperative systems; robotics; sensor networks,artificial intelligence; robotics; data structures; algorithms; complexity
414,09381,09381,Refinement Based Methods for the Construction of Dependable Systems,similarity-based clustering and classification; metric adaptation and kernel design; learning on graphs; spatiotemporal data,artificial intelligence; robotics; soft computing; evol. algorithms Interdisciplinary with non-informatics-topic: bioinformatics
415,09391,09391,Algorithms and Complexity for Continuous Problems,Quantum computation; Tractability; High-dimensional problems; Operator equations; Computational learning theory; Computational stochastic processes,data structures / algorithms / complexity
416,09401,09401,Machine learning approaches  to statistical dependences and causality,knowledge representation; inference; music; musical data; information retrieval; music analysis; digital editing of music; music cognition; computational musicology.,artificial intelligence; robotics; semantics; specification; formal methods
417,09402,09402,Democracy in a Network Society,e-democracy; legal models; political models; privacy enhancing technologies; privacy threats; authentication; digital identity; malware; malicious cryptography; usability; social effects,security; cryptography; society; HCI; Interdisciplinary with non-informatics-topic: legal and social problems; political sciences
418,09411,09411,Interaction versus Automation: The two Faces of Deduction,,
419,09421,09421,Algebraic Methods in Computational Complexity,computational complexity; algebra; (de-) randomization,data structures; algorithms; complexity; security; cryptography; verification; logic
420,09431,09431,From Form to Function,recognition of structure; form and shape; affordances; perception action loop; grasping,artificial intelligence; robotics; computer graphics; computer vision; semantics; specification; formal methods
421,09441,09441,The Constraint Satisfaction Problem: Complexity and Approximability,constraint satisfaction problem (CSP); satisfiability; computational complexity; CSP dichotomy conjecture; hardness of approximation; unique games conjecture; random CSP; universal algebra; logic.,data structures; algorithms; complexity
422,09451,09451,"Geometric Networks, Metric Space Embeddings and Spatial Data Mining",geometric networks; metric space embedding; data mining,data structures; algorithms; complexity; data mining
423,09461,09461,Algorithms and Applications for Next Generation SAT Solvers,Boolean Satisfiability; Formal Methods; Word Level; Quantification; Multi-threading,data structures / algorithms / complexity; hardware; verification / logic
424,09471,09471,"Computer-assisted proofs – tools, methods and applications",Computer-assisted proofs; verification methods; error-free transformations; computer algebra; semidefinite programming,verification / logic; semantics / formal methods
425,09481,09481,SYNCHRON 2009,Synchronous languages; Safety-critical real-time systems; Model-based design; Discrete and hybrid systems; Combining synchronous and asynchronous models; Formally consistent subsetting of UML; High-level hardware modeling and synthesis; Compilation and code synthesis for embedded systems; Visualisation of complex systems; Simulation; verification and testing tools; Execution time analysis for synchronous programs; Industrial experience reports,Modelling / simulation; Programming languages / compiler; Semantics / formal methods; Verification / logic
426,09491,09491,Graph Search Engineering,Model Checking; Artificial Intelligence; AI Planning; State Explosion Problem; Error Detection; Protocol Analysis; Software Verification and Validation; Heuristics; Pattern/Abstraction Databases; I/O Efficient Search; Solid State Disks; GPU,seminar; ai/robotics; ds/alg/compl; semantics/formal; softcomp/evolalg; sweng; verification/logic; interdisciplinary; industry
427,09493,09493,Evolving Critical Systems,software evolution; critical systems,hardware / modelling; simulation / optimization; scheduling / programming languages; compiler / / semantics; formal methods / soft computing; evolutionary algorithms / software engineering / verification; logic / interdisciplinary
428,09501,09501,Software Synthesis,Software Synthesis; Verification; Theorem Proving; Program Analysis; Programming by Demonstration,programming languages / compilers; verification / logic; software synthesis
429,09502,09502,Coalgebraic Logics,Modal logics; coalgebras; bisimulation and behavioral equivalence; relations; Markov transition systems,semantics; formal methods; software engineering
430,09511,09511,Parameterized complexity and approximation algorithms,approximation algorithms; parameterized complexity; fixed-parameter tractability,data structures; algorithms; complexity
431,10011,10011,Pervasive Public Displays,Public Displays; Ubiquitous Computing,Ubiquitous Computing; HCI; Mobile Computing
432,10031,10031,Quantitative Models: Expressiveness and Analysis,quantitative models; quantitative analysis; timed and hybrid systems; probabilistic systems; weighted automata,modelling/simulation; semantics/formal methods; verification/logics
433,10041,10041,Digital Social Networks,web 2.0; digital social networks; human factors; social aspects; standards,networks; society; human-computer interaction; world wide web; internet; interdisciplinary
434,10042,10042,Semantic Challenges in Sensor Networks,sensor networks; sensor data processing; semantic integration; semantic sensor networks,databases / information retrieval; data structures / algorithms / complexity; networks
435,10051,10051,Quantitative and Qualitative Analysis of Network Protocols,network protocols; quantitative verification; graph transformation; process calculi,networks; verification/logic; semantics/formal methods
436,10061,10061,"Circuits, Logic, and Games",computational complexity theory; finite model theory; Boolean circuits; regular languages; finite monoids; Ehrenfeucht-Fraïssé-games,data structures/algorithms/complexity
437,10071,10071,Scheduling,Scheduling; real-time,optimization; scheduling
438,10081,10081,Cognitive Robotics,Cognitive robotics; knowledge representation and reasoning; machine learning; cognitive science; cognitive vision,Artificial Intelligence; Robotics
439,10091,10091,Data Structures,data structures; algorithms; large data sets,data structures; data bases/information retrieval; networks
440,10101,10101,Computational Foundations of Social Choice,Social Choice Theory; Voting; Fair Division; Algorithms; Computational Complexity; Multiagent Systems,Artificial Intelligence; Robotics; Data structures; Algorithms
441,10102,10102,Grand Challenges for Discrete Event Logistics Systems,Logistics Systems; Modeling; Simulation; Coordination; Design of Decision Support Systems,Modeling/Simulation; Information Systems; Decision Support; Coordination/Planning/Scheduling
442,10111,10111,Practical Software Testing: Tool Automation and Human Factors,Software testing; test generation; test automation; test oracles; testing tools; humancomputer interaction; code-based testing; specification-based testing; model-based testing,sw-engineering; society / HCI; verification / logic; semantics / formal methods
443,10121,10121,Computational Transportation Science,Computational Transportation Science,artificial intelligence / robotics; computer graphics; computer vision; data bases / information retrieval; data structures / algorithms / complexity; mobile computing; networks; modelling / simulation; optimization; scheduling
444,10131,10131,Spatial Representation and Reasoning in Language: Ontologies and Logics of Space,language of space; spatial ontologies; reasoning about space and time; mapping language to GIS,artifical intelligence; robotics; data bases; information retrieval; semantics; formal methods; verification; logic; interdisciplinary
445,10141,10141,Distributed Usage Control,data protection; privacy; access control; usage control; security policies; trust; trusted computing; compliance; DRM; information flow,security / cryptology; software engineering; operating systems
446,10151,10151,Enabling Holistic Approaches to Business Process Lifecycle Management,Business process modeling; workflow management; business artifact; version and lifecycle management; recommendation system; HCI for design,data bases; information retrieval; modelling; simulation; semantics; formal methods society; human-computer interaction; software engineering; interdisciplinary
447,10152,10152,"Relationships, Objects, Roles, and Queries in Modern Programming Languages",Relationships; Associations; Roles; Object-Oriented Programming; Querying; UML,Data bases / Information retrieval; Modelling / Simulation; Programming Languages / Compilers; Semantics / Formal Methods; Software Engineering
448,10161,10161,"Decision Procedures in Software, Hardware and Bioware",decision procedures; software; hardware; bioware,seminar; hardware; opt/scheduling; pl/compiler; security/crypto; semantics/formal; verification/logic; bioinformatics; interdisciplinary; industry
449,10171,10171,Equilibrium Computation,algorithmic game theory; equilibrium; economic models,seminar; ds/alg/compl; www; interdisciplinary
450,10181,10181,Program Development for Extreme-Scale Computing,program instrumentation; performance analysis; parallel computing,Modeling/simulation; optimization/scheduling; porgramming languages/compiler; sw-engineering
451,10191,10191,"Program Composition and Optimization: Autotuning, Scheduling, Metaprogramming and Beyond",Software composition; program optimization; components; parallel computing; scheduling; autotuning; adaptivity; performance prediction; library synthesis; meta-programming,optimization / scheduling; programming languages / compiler; software engineering; data structures / algorithms / complexity
452,10201,10201,Event Processing,,inter-disciplinary; including – databases; artificial intelligence; distributed computing; semantics; programming languages; modeling/simulation and software engineering
453,10211,10211,Flexible Network Design,algorithms and complexity; combinatorial optimization; distributed computing; game theory,data structures; algorithms; complexity; mobile computing; networks; optimization; scheduling
454,10231,10231,"Structure Discovery in Biology: Motifs, Networks & Phylogenies",mathematical biology; computational biology; algorithmic bioinformatics; pattern discovery; phylogenetics; networks,
455,10232,10232,The Semantics of Information,Classical and quantum information and computing; quantum physics; computational chemistry; economic game theory; security; topology; category theory; domain theory,
456,10241,10241,Information Visualization,Information Visualization; Data Visualization; Visualization; Human-Computer Interaction; Collaboration; Display Technologies,computer graphics; computer vision; society; human-computer interaction; interdisciplinary
457,10252,10252,Game Semantics and Program Verification,static analysis; automated verification; semantics of programming languages,semantics / formal methods; verification / logic
458,10261,10261,Algorithm Engineering,experimental algorithmics; game theory; parallel and distributed algorithms; multi-core,data bases; information retrieval; data structures; algorithms; complexity; networks; optimization; scheduling
459,10271,10271,Verification over discrete-continuous boundaries,Discrete-continuous analysis; qualitative and quantitative models; analog and mixed-signal circuits; computational biology; quantitative verification; hybrid systems; formal analysis; probabilistic and stochastic systems,hardware; modelling / simulation; semantics / formal methods; verification / logic
460,10281,10281,Dynamically Reconfigurable Architectures,Dynamically Run-Time Reconfigurable Computing Architectures; Self- adaptive Systems; Computational Models; Circuit Technologies; System Architecture; CAD Tool Support; Reconfigurable/Adaptive Computing based on Nanotechnologies,Hardware Architectures; Algorithms; Specification
461,10291,10291,Automation in Digital Preservation,Long-term preservation; automation; workflows; applications; quality assurance,data bases/information retrieval; data structures/algorithms/complexity; modelling/simulation; interdisciplinary; industry
462,10292,10292,Resilience Assessment and Evaluation,Modelling formalisms; algorithms; simulation tools; case studies; benchmarks,Modelling; Simulation; Benchmarking; Performance; Dependability; Security
463,10301,10301,Service Value Networks,Service Science; Service Systems; Value Networks; Service-oriented Computing,Networks; Complexity; Optimization; Software Engineering
464,10302,10302,Learning paradigms in dynamic environments,Recurrent neural networks; dynamic systems; speech processing; neurobiology; neural-symbolic integration; autonomous learning,Artificial intelligence / robotics; soft computing / evolutionary algorithms
465,10341,10341,"Insider Threats: Strategies for Prevention, Mitigation, and Response",Insider Threat; Security Policies; Threat Modelling,Security; Society; Modelling
466,10351,10351,"Modelling, Controlling and Reasoning About State",mutable state; semantics; type systems; program logics,Programming Languages / Compiers; Semantics / Formal Methods; Verification / Logic
467,10361,10361,Theory of Evolutionary Algorithms,evolutionary algorithms; bio-inspired search heuristics; theoretical analysis; optimization time,evolutionary algorithms; search heuristics; artificial intelligence; algorithms; optimization
468,10371,10371,Dynamic Maps,Dynamic maps; spatial data infrastructure; SLAM; map matching; autonomous navigation; spatial cognition; data fusion; information retrieval; intelligent vehicles; 3D scene perception; scene understanding; 3D reconstruction.,ai / robotics; computer graphics / computer vision; data bases / information retrieval; data structures / algorithms / complexity; interdisciplinary
469,10372,10372,User-Centric Networking,User-provided wireless networks; Cooperative networking; Cooperation incentives; Internet architectures; ; Social and mobility modeling; Information-centric operation.,Networks; Mobile computing; Optimization/scheduling
470,10373,10373,Demarcating User eXperience,User experience; Affective interaction; Experiential evaluation; Definition,society / human computer interaction / hci; interdisciplinary
471,10381,10381,Robust Query Processing,robust query processing; adaptive query optimization; query execution,data bases / information retrieval; data structures / algorithms / complexity; optimization / scheduling; interdisciplinary
472,10401,10401,"Learning, Planning and Sharing Robot Knowledge for Human-Robot Interaction",human-robot interaction; robot knowledge representation and sharing; learning; planning,artificial intelligence; robotics; cognition; human-machine interaction
473,10402,10402,Inter-Vehicular Communication,Intelligent transportation systems; Vehicle-to-vehicle communication; Vehicle-to-infrastructure communication; Vehicular ad hoc networks; Traffic information system; Traffic flow optimization; Energy and emission efficiency,mobile computing; networks; security / cryptography
474,10403,10403,"Impact of Human Mobility on Communications: Measurement, Analysis, Modeling, and Simulation",Human Mobility; Vehicular Mobility; Social Interactions; Mobile Networking,mobile computing; modelling/simulation; networks; society
475,10411,10411,Computational Video,computational photography; video-based rendering; 3D video,
476,10412,10412,QSTRLib: A Benchmark Problem Repository for Qualitative Spatial and Temporal Reasoning,Qualitative reasoning; spatial reasoning; temporal reasoning; constraint satisfaction; benchmarking; problem library; problem description language; reasoning systems,artificial intelligence; data structures / algorithms / complexity; semantics / formal methods; logic
477,10421,10421,Model-Based Testing in Practice,Testing; Modeling; Model-Driven Development,modelling / simulation; semantics / formal methods; sw-engineering; verification / logic
478,10431,10431,Software Engineering for Self-Adaptive Systems,Software engineering; self-adaptive systems; self-organizing systems; self-managing systems; autonomic systems; software ecosystems; requirements engineering; software architecture; validation and verification; software deployment; goal management; diagnosis; trade-off analysis; feedback; control loops; reflection; self-adaptive mechanisms; monitoring; software components; continuous evolution,software engineering; modelling / simulation; semantics / formal methods; self-adaptive and self-managing software systems
479,10441,10441,Exact Complexity of NP-hard Problems,Complexity; Algorithms; NP-hard Problems; Exponential Time; SAT; Graphs,data structures / algorithms / complexity
480,10461,10461,"Schematization in Cartography, Visualization, and Computational Geometry",Information visualization; geovisualization; geographic information systems; cartography; graph drawing; VLSI layout; underground mining; cartographic generalization; schematization; building simplification; orthogonal graph drawing; octilinear layout; schematic maps; Steiner trees; minimum Manhattan networks; boundary labeling.,Data structures / algorithms / complexity; Networks
481,10471,10471,Scalable Visual Analytics,Visual Analytics; Visualization; Data Analysis; Discovery Science; Information Visualization,artificial intelligence / robotics; computer graphics / computer vision; data bases / information retrieval; data structures / algorithms / complexity; society / HCI
482,10481,10481,Computational Counting,exact counting; approximate counting; holographic algorithms; computational complexity of counting; algebraic complexity of counting; applications to statistical physics; applications to constraint satisfaction,data structures / algorithms / complexity
483,10482,10482,Formal Methods – Just a Euro-Science?,,
484,10491,10491,"Representation, Analysis and Visualization of Moving Objects",moving objects; spatio-temporal databases; spatio-temporal analysis; movement analysis; spatial data mining; KDD; computational geometry; visual analytics,data bases / information retrieval; data structures / algorithms / complexity; mobile; modelling / simulation; society / human computer interaction; interdisciplinary: Cartography
485,10492,10492,Information-Centric Networking,Future Internet; network architecture; content distribution; information/content-centric networking,networks and network architecture; data bases / information retrieval; data structures / algorithms / complexity; multimedia; mobile computing; information-centric networking
486,10501,10501,Advances and Applications of Automata on Words and Trees,infinite games with perfect information; reactive systems; specification and verification; combinatorics; hierarchies and reducibilities,data structures / algorithms / complexity; verification / logic; automata theory; Ehrenfeucht-Fra¨ýss´e games and Gale-Stewart games
487,11011,11011,Multi-Core Memory Models and Concurrency Theory,Concurrency; Formal Methods; Memory Models; Multi-Core; Multithreading; Program Semantics; Shared Memory,concurrent computation; programming languages / compiler; formal methods / semantics
488,11021,11021,Feature-Oriented Software Development (FOSD),Software product lines; domain engineering; software composition; program synthesis; generative programming; feature modeling; feature-oriented programming; separation of concerns; feature modularity; feature interaction; software specification; software verification,Programming languages; program generation; software engineering
489,11031,11031,"Bidirectional Transformations ""bx""",,
490,11041,11041,Multimodal Music Processing,music information retrieval (MIR); multimodality; content-based retrieval; signal processing; machine learning; user interaction and interfaces; music knowledge representation,information retrieval; multimedia; semantics; music processing
491,11042,11042,Learning from the Past: Implications for the Future Internet and its Management?,Networks; Future Internet; IT management challenges,networks / world wide web; internet
492,11051,11051,Sparse Representations and Efficient Sensing of Data,Efficient signal sensing schemes; sparse signal representations; efficient signal reconstruction algorithms; impact of the methods in neighboring research fields and applications.,data-bases / information retrieval; data structures / algorithms / complexity; efficient sensing of signals; sparse signal representation / reconstruction
493,11061,11061,Online Privacy: Towards Informational Self-Determination on the Internet,Online privacy; data protection; data security; data loss prevention; informational selfdetermination; Web 2.0; (mobile) Internet,Privacy; Security; Society / HCI; Internet / Web 2.0; Mobile Computing
494,11062,11062,Self-Repairing Programs,Program analysis; Automated debugging; Automated fixing; Specification mining; Self-healing systems; Self-adapting systems,programming languages/compiler; sw-engineering; verification/logic
495,11071,11071,Theory and Applications of Graph Searching Problems  (GRASTA 2011),Graph Searching; Pursuit Evasion Games; Cop and Robber Games,AI/ robotics; data bases/ information retrieval; data structures/ algorithms/ complexity; hardware; modelling/simulation; networks; optimization/ scheduling; security/cryptography; verification/logic; WWW/internet; interdisciplinary
496,11081,11081,Combinatorial and Algorithmic Aspects of Sequence Processing,combinatorics on words; stringology; computational biology; natural computing; machine learning,data structures; algorithms; complexity
497,11091,11091,Packing and Scheduling Algorithms for Information and Communication Services,Scheduling; packing; mathematical programming; parameterized complexity; approximation algorithms,data bases / algorithms / complexity; optimization / scheduling
498,11101,11101,Reasoning about Interaction: From Game Theory to Logic and Back,rationality; solution concepts; game theory; computational economics,semantics / formal methods; verification / logic
499,11111,11111,Computational Geometry,computational geometry; data structures; shape analysis; robust algorithms; models of computation,data structures; algorithms; complexity
500,11121,11121,Computational Complexity of Discrete Problems,computational complexity; discrete problems; Turing machines; circuits,data structures / algorithms / complexity
501,11131,11131,Exploration and Curiosity in Robot Learning and Inference,Exploration control; dual control; optimal control; active learning; curiosity; robot learning; exploration,data structures / algorithms / complexity
502,11141,11141,Plan Recognition,Artificial intelligence; plan recognition; intent recognition; activity recognition,
503,11142,11142,Innovations for Shape Analysis: Models and Algorithms,Shape analysis; mathematical morphology; shape reconstruction; numerical computing; level set methods; fast marching methods,Computer vision; Algorithms; Modelling; Numerical computing
504,11151,11151,Formal Methods in Molecular Biology,Formal Modelling; Computational Systems Biology; Petri Nets; Process Algebra; Bioinformatics,modelling; simulation / verification; logic / bioinformatics / interdisciplinary
505,11171,11171,Challenges in Document Mining,Cluster analysis; HCI; retrieval models; social mining and search,Information Extraction / Information Retrieval; Data Mining / Natural Language Processing
506,11172,11172,Artificial Immune Systems,artificial immune systems; bio-inspired search heuristics; modeling; theoretical analysis,artificial immune systems; randomized search heuristics; artificial intelligence; algorithms
507,11181,11181,Organic Computing – Design of Self-Organizing Systems,Organic Computing; Self-Organization; Trustworthy System Design; Adaptivity,artifical intelligence; robotics / data structures; algorithms; complexity / mobile computing / modelling; simulation / networks / semantics; formal methods / soft computing; evolutionary algorithms / software engineering / interdisciplinary
508,11182,11182,Exploiting graph structure to cope with hard problems,Graph classes; width parameters; approximation; parameterized and exact algorithms,data structures; algorithms; complexity; networks
509,11191,11191,Graph Drawing with Algorithm Engineering Methods,Graph Drawing; Algorithm Engineering,data structures / algorithms / complexity; networks; optimization / scheduling
510,11201,11201,Constraint Programming meets Machine Learning and Data Mining,Data mining; machine learning; constraint programming; constraint satisfaction,Artificial Intelligence; Algorithms; Programming Languages
511,11211,11211,Geometric Modeling,geometric interfaces in simulation; design of surfaces (parameterization); reconstruction of geometry; shape optimization; modeling for visualization shape optimization; modeling for visualization,ai / robotics; computer grafics / computer vision; modelling / simulation; interdisciplinary
512,11231,11231,Scientific Visualization,Scientific Visulization and Analysis; Biomedical Visulization; Integrated Multified Visulization; Uncertainty Visulization; Scalable Visulization,Computer Graphics; Computer Vision / Data Structures; Algorithms; Complexity / Multimedia / Society; HC-Interaction
513,11241,11241,Design and Analysis of Randomized and Approximation Algorithms,Randomized Algorithms; Approximation Algorithms; Probabilistically Checkable Proofs; Approximation Hardness; Derandomization Techniques; Optimization Problems; Integration Problems; Decentralized Networks; Internet Algorithms,data structures / algorithms / complexity; modelling / simulation; networks; optimization / scheduling; www / web
514,11261,11261,"Outdoor and Large-Scale Real-World Scene Analysis. 15th Workshop ""Theoretic Foundations of Computer Vision""",Scene Analysis; Image Understanding; Structure-From-Motion; Outdoor scenes; Benchmarking,
515,11271,11271,Computer Science in Sport – Special emphasis: Football,Football; Robocup; Image Understanding; Multi-agent systems; Dynamical Systems Modelling,Interdisciplinary:Sport<br />
516,11272,11272,"Decision Procedures in Soft, Hard and Bio-ware – Follow Up",Decision procedures; Software; Hardware; Bioware,Seminar; Hardware; Opt/scheduling; Pl/compiler; Security/crypto; Semantics/formal; Verification/logic; Bioinformatics; Interdisciplinary; Industry
517,11281,11281,Verifiable Elections and the Public,elections; voting; verifiability; voting protocols; electronic voting; voting machines; encryption methods; anonymous channels; privacy protection; authentication; integrity; digital receipts; coercion resistance; usability; interfaces; implementation issues; cryptanalysis; threat models; formal security analysis; commercial voting systems; public policy; e-democracy; technology and society; legal requirements; legal models; and standardization,Security; information assurance; cryptography; society; interdisciplinary (standarization/legal and social problems/political sciences)
518,11291,11291,Mathematical and Computational Foundations of Learning Theory,learning theory; machine learning; sparsity; high-dimensional geometry; manifold learning; online learning; reinforcement learning,artificial intelligence; algorithms; optimization
519,11321,11321,Information Management in the Cloud,cloud computing; information management; software as a service; platform as a service; map/reduce; grid computing; cluster computing; query processing,databases / information retrieval; data structures / distributed computing / scheduling; autonomic computing / IT-management
520,11331,11331,The Future of Research Communication,science publishing; online communities; science policy; new forms of publishing; bioinformatics; digital repositories; semantic publishing; citation analysis; datapublication; information access and integration; reporting standards,society / HCI; multimedia; data bases / information retrieval; academic publishing
521,11332,11332,Security and Rewriting,Rewriting; Security; Protocols; Formal methods,security / cryptography; semantics / formal methods; verification / logic
522,11341,11341,Learning in the context of very high dimensional data,Curse of dimensionality; dimensionality reduction; regularization; deep learning; visualization,Artificial intelligence; soft computing
523,11351,11351,Computer Science and Problem Solving: New Foundations,problem solving; cognitive psychology; cognitive systems; vision; representations; computational complexity,artificial intelligence; robotics data intelligence; algorithms; complexity society; human-computer interaction; interdisciplinary
524,11361,11361,Data Warehousing: from Occasional OLAP to Real-time Business Intelligence,Databases/information retrieval; data warehousing and OLAP,
525,11371,11371,"Uncertainty modeling and analysis with intervals: Foundations, tools, applications",Uncertainty modeling - Propagation of uncertainty through and validation for computational models using interval arithmetic - Imprecise probabilities; Sensitivity analysis - Applications to structures; mechatronics; bioinformatics and finance,Verification and validation; modeling and simulation
526,11381,11381,Quantum Cryptanalysis,Quantum Computing; Post Quantum Cryptography; Computational Algebra; Cryptographic Protocol Design,Data structures/Algorithms/Complexity; Security / Cryptography
527,11391,11391,Public-Key Cryptography,Encryption; Signatures; Hash Functions; Mathematical Foundations; Quantum Cryptography,Security / Cryptography
